510,51,10,5,26,18,0,2,0
108,54,3,2,10,0,0,0,0
8,44,53,26,6,9,0,0,0
15,60,30,15,5,3,6,10,0
31,31,31,15,8,8,3,6,0
18,27,27,18,9,5,3,5,0
75,12,5,0,3,0,0,0,0
13,25,6,6,2,13,19,3,0
10,20,10,2,20,3,10,3,0
35,9,5,0,0,6,7,0,0
4,8,13,34,0,2,0,0,0
55,2,0,0,3,0,0,0,0
46,0,0,0,8,0,0,0,0
10,0,10,0,10,0,0,10,0
18,15,0,4,0,2,0,0,0
2,15,5,5,2,3,0,0,0
2,5,7,2,5,0,0,0,0
4,0,2,2,0,3,0,0,0
5,4,0,0,0,0,0,0,0
2,0,2,0,2,0,0,0,0
5,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5
0,2,0,0,0,0,0,0,0
