1387,951,0,158,54,47,5,0,0,0,0,0,0,0,0,0,0,0,0,0
541,316,273,38,155,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0
189,488,103,167,56,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,27,22,0,10,100,75,0,2,0,0,2,0,0,0,0,2,0,0,0
0,0,0,0,0,9,2,67,10,0,0,0,3,2,0,4,0,2,0,0
0,0,0,0,0,66,0,0,0,0,18,6,0,0,0,0,0,0,0,2
16,5,0,0,4,0,3,2,28,0,0,0,0,0,0,0,0,0,2,0
0,5,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
