412,242,35,0,14,0,0,0,0,0,0,0,0
155,18,11,3,8,0,6,0,0,0,0,0,2
7,41,0,0,0,0,3,0,0,2,0,0,0
0,0,0,22,0,14,0,4,0,0,0,0,0
3,0,2,0,3,0,2,0,0,2,2,2,0
0,0,0,2,0,0,0,4,5,0,0,0,0
0,6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,0,0,0
