163,3,19,19,2,4,0,0,3,0,0
69,4,0,13,31,0,18,6,0,2,2
70,2,34,2,0,0,0,2,0,0,0
71,0,0,4,5,2,0,0,0,0,0
7,39,0,0,0,3,0,0,0,0,0
0,24,0,0,0,12,0,0,0,0,0
