920,442,363,224,103,74,70,6,14,15,6,4,5
488,178,137,60,45,29,13,20,5,4,9,8,6
36,75,1,94,2,0,1,25,1,1,1,2,0
1,0,0,21,0,0,0,7,21,0,0,2,0
5,10,6,0,0,2,12,1,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0
