462,293,5,55,9,2,17,8,0,0,0,4,0,0,10,0,0,2,0,2,4,6,3,0,0,2,0,0,2
9,2,83,4,16,85,22,12,0,27,2,2,0,0,0,12,0,0,0,0,2,0,0,2,3,0,0,0,0
28,26,3,14,72,0,10,38,36,0,3,2,0,0,7,2,0,2,0,6,0,0,0,0,0,0,2,2,0
15,184,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,0,73,54,3,0,0,0,0,0,0,0,26,21,0,0,12,7,0,0,0,0,3,0,0,0,0,0,0
2,4,0,6,7,0,20,0,0,0,25,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
