1748,337,811,144,7,7,43,0,13,3,3,23,8,2
1408,893,414,41,120,96,25,33,29,17,0,7,17,5
494,193,97,177,8,0,11,44,12,2,0,3,6,12
237,6,20,4,0,0,3,0,2,25,36,2,0,6
39,21,0,0,0,0,0,2,0,0,1,0,0,0
19,0,3,3,0,0,2,0,10,0,0,3,0,0
16,5,0,0,0,0,0,0,0,0,0,0,0,0
14,0,3,2,0,0,0,0,0,0,0,2,0,0
4,5,0,0,0,0,0,0,0,0,0,0,0,0
4,3,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0
