251,140,71,57,17,0,6,2
44,68,22,27,5,2,0,2
53,9,17,3,5,2,0,0
17,7,8,7,6,0,0,0
4,3,3,7,0,0,0,0
5,0,0,0,2,0,0,0
3,0,0,2,0,0,0,0
0,0,0,0,0,5,0,0
2,0,0,0,0,0,0,0
