87811,26948,6,7,116,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,194,88,4,105,8,60,70,17,25,0,17,4,9,5,0,2,3
10,0,20,18,2,19,81,28,2,5,0,15,0,6,0,0,4,2,0
0,0,6,46,6,0,2,0,13,21,3,7,2,0,0,0,0,0,0
