110,251,174,69,2,15,18,0,0,0
412,25,23,35,0,2,0,0,2,3
28,12,51,99,114,0,10,3,0,0
212,2,6,18,0,2,0,0,2,0
170,0,2,10,0,2,0,0,2,0
107,0,2,2,0,0,0,0,0,0
11,0,0,0,78,0,0,0,0,0
13,15,13,16,2,9,0,6,0,2
2,0,11,10,0,0,0,0,0,0
0,0,0,10,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0
